project_id,description,sources,factiva_sources
37929,"At a ceremony attended by he Chinese ambassador, Zhao Yali, the chinese government donated 98 solar energy street lights for use in Kampala valued at 800000 usd. The project was implemented by Huawei Technologies Co., Ltd. which also implemented the maintenance of these lights when they broke less than 12 months after implementation. The batteries were replaced at no cost to the Kampala city government by Huawei.","http://ug.china-embassy.org/chn/xwdt/t1176957.htm, Government Source (Donor/Recipient); http://www.redpepper.co.ug/chinese-govt-donate-800000-solar-street-lights-to-kcca/, Media Report, including Wikileaks; http://www.biztechafrica.com/article/huawei-repairs-kampalas-solar-street-lights/10355/#.VcD15pNViko, Media Report, including Wikileaks; http://news.ugo.co.ug/huawei-to-complete-maintenance-works-on-kampala-solar-street-lights/, Media Report, including Wikileaks; http://www.newvision.co.ug/news/670863-kcca-huawei-clash-over-solar-street-lights.html, Media Report, including Wikileaks; http://webcache.googleusercontent.com/search?q=cache:3vJdpPMflB4J:mobile.monitor.co.ug/News/News/KCCA-to-pull-down-donated-China-solar-street-lights/-/2466686/2783194/-/format/xhtml/-/q2731a/-/index.html+&cd=3&hl=en&ct=clnk&gl=us, Media Report, including Wikileaks; http://www.monitor.co.ug/News/National/Kampala-lights-streets-with-solar/-/688334/2391176/-/ef8d1g/-/index.html, Media Report, including Wikileaks",
37936,"On August 8th 2014, the Chinese ambassador to Uganda donated office equipment of unspecified value to the Ugandan Foreign Minister who had just been elected the President of the UN General Assembly. There are no corroborating sources that confirm the gift, but the Chinese embassy website provides photos of the gifts.","http://ug.china-embassy.org/chn/xwdt/t1181351.htm, Government Source (Donor/Recipient)",
37938,"In December 2010, China committed to donate donate medical equipment and goods including clean air conditioning, Pulse Oximeter, respirator, oxygen machine and other office appliances to China-Uganda Friendship Hospital. The hand-over ceremony was held in the hospital on Nov 13, 2014. ","http://ug.china-embassy.org/chn/xwdt/t1211897.htm, Government Source (Donor/Recipient)",
37939,"In August 2010 Venezuela signed a 200 million USD contract with WISCO (Wuhan Iron and Steel Corporation) to provide equipment to Ferrominera Orinoco to increase iron production. Reports stated that the equipment began arriving in April of 2012.

STAFF_NOTE: Unclear if actually aid, since other accounts report Venezuela as purchasing the equipment. May be partially funded by the most recent Joint-Financing Loan (#37838). China-Venezuela Joint Fund is partly financed by China Development Bank. But the proportion is not clear. The total transaction amount is $200 million but we don't know how much is actually funded by China.","https://global.factiva.com/redir/default.aspx?P=sa&an=EFESG00020110907e7970002u&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.bnamericas.com/news/metals/fmo-receiving-equipment-from-wisco, Media Report, including Wikileaks; http://blog.sina.com.cn/s/blog_489dd7c80102dsy3.html, Social Media, including Unofficial Blogs; https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=CEINCN0020110907e7970004t&cat=a&ep=ASI, Media Report, including Wikileaks; http://www.avn.info.ve/contenido/producci%C3%B3n-ferrominera-del-orinoco-ascender%C3%A1-18-millones-toneladas#, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&an=EFESG00020110907e7970002u&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=CEINCN0020110907e7970004t&cat=a&ep=ASI, Media Report, including Wikileaks"
37943,"On December 29, 2014 Chinese Ambassador to Uganda Zhao Yali donated agricultural machines and goods to local residents at Sembabule. Sembabule is the Ugandan foreign minister's home town.","http://ug.china-embassy.org/chn/xwdt/t1223872.htm, Government Source (Donor/Recipient)",
37947,"On December 30, 2014 the Chinese Ambassador to Uganda Zhao Yali donated supplies to the Uganda International Police Organization. ","http://ug.china-embassy.org/chn/xwdt/t1224643.htm, Government Source (Donor/Recipient)",
37951,"Uganda: CNOOC Uganda Holds Free Medical Camp in Hoima 25 JANUARY 2015 Hoima _„î Chineseoil and gas company CNOOC Uganda in partnership with the Chinese Embassy and the Chinese medical team recently offered free medical services to about 600 members of the Buhuka community in Hoima and donated medical equipment and medicine to the Health Centre. In 2014, a similar clinic was held that served 1400 people.","http://ug.china-embassy.org/chn/xwdt/t1227802.htm, Government Source (Donor/Recipient); http://allafrica.com/stories/201501270090.html, Media Report, including Wikileaks; http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1504291506300038556.pdf, Other Official Source (non-Donor, non-Recipient)",
37975,"On 29 October 2009, the Chinese Ambassador Zhang led a delegation to meet governor of West Sumatra to convey the Chinese government's and people's sincere condolences for the hard-hit local communities during the West Sumatra earthquake. The Chinese government provided US$500000 in cash for humanitarian assistance to the Indonesian government. There were two major earthquakes off the coast of West Sumatra, Indonesia, measuring 7.6 and 6.8 on the Richter scale respectively, which occurred on 30 September 2009 and 1 October 2009. This aid comes alongside a grant given by the Chinese Red Cross of US$50000 for disaster relief to the Indonesian Red Cross. ","http://id.mofcom.gov.cn/article/todayheader/200911/20091106608440.shtml, Government Source (Donor/Recipient); http://www.ifrc.org/docs/appeals/09/mdrid00410-4mthcons.pdf, NGO/Civil Society/Advocacy",
37986,"Parnell District School is a pioneer in the teaching of a second language at primary level. They have offered Mandarin for 10 years and currently all Year 3-8 children have a 45-minute lesson each week from two New Zealand-trained Chinese teachers. Gillian Eadie, Director of the Confucius Institute based at the University of Auckland, has been instrumental in bringing such Confucius Classrooms to New Zealand. The transaction amount is unknown. ","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NZPAME0020100623e66n0008d&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.parnell.school.nz/uploads/6/4/1/4/6414561/2012_annual_report_parnell_district_school.pdf, Implementing/Intermediary Agency Source","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NZPAME0020100623e66n0008d&cat=a&ep=ASE, Media Report, including Wikileaks"
37988,"On 2 April 2009, the Chinese government provided 13.5 billion Rupiah to Indonesia as disaster relief for the Earthquake in Nias. The grant came through the 'Aceh and Nias Rehabilitation and Reconstruction Agency', and will be used for the recontruction of Phase 2 of Gunungsitoli Public hospital, also known as ‰¢__ƒÔ_©Ô±±Ôï__Ž¢. The hospital was damaged from an earthquake that hit on March 29, 2005, which measured 8.7 on the Richter scale. The other phases of the hospital reconstruction are funded by Malaysia, Japan and Singapore. The second phase of construction which as funded by the Chinese has been completed, and involved the building of wards, a laundry, and a kitchen. This project is part of a wider $2 million aid programme from China for the earthquake (2005) victims. This is linked to #35143.","http://id.mofcom.gov.cn/article/todayheader/200904/20090406153427.shtml, Government Source (Donor/Recipient); http://www.gx.xinhuanet.com/dm/2007-11/11/content_11636791.htm, Government Source (Donor/Recipient); http://id.mofcom.gov.cn/article/todayheader/200711/20071105218082.shtml, Government Source (Donor/Recipient); http://reliefweb.int/report/indonesia/indonesia-gunungsitoli-nias-hospital-officially-opened-rp-235-billion-hospital, Other; http://www.thejakartapost.com/news/2007/08/30/nias-hospital-rebuild-third-phase.html-0, Media Report, including Wikileaks; http://niasonline.net/2007/08/22/gedung-rsu-gunungsitoli-fase-i-dan-ii-senilai-rp-235-milyar-akan-diserahkan-kepada-pemkab-nias/, Other",
37992,"In 2010 it was reported that China had contributed $250,000 NZD to finance six Confucius classrooms, five in Aukland and one in Rotorua. The classrooms are complete and operating. The six schools with these classrooms will also act as hosts for students from other schools, and the classes will focus on Mandarin and Chinese culture. The commitment date for this project is unknown. ","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=THDAIL0020100726e67r0000j&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.voxy.co.nz/national/chinese-government-invests-nz250000-6-clusters-nz-schools-keen-enrich-children03/5/53002, Media Report, including Wikileaks; http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10658640, Media Report, including Wikileaks; http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10660868, Media Report, including Wikileaks","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=THDAIL0020100726e67r0000j&cat=a&ep=ASE, Media Report, including Wikileaks"
37994,"On 10 March 2009, the Chinese Embassy donated computers to the Bureau for Technical Cooperation State Secretary. This aid comes alongside another project where Indonesian students are set to attend training classes and technical training courses organised by the Chinese Ministry of Commerce. The exact number of computers donated and number of Indonesian students sent for training courses were not available. ","http://id.mofcom.gov.cn/article/todayheader/200903/20090306093152.shtml, Government Source (Donor/Recipient)",
37995,"In April 2013, the National Development Reform Commission (NDRC) of the Republic of China donated 24 million CNY worth of LED lights to Maldives. Vice Secretary of NDRC and Maldives' Minister of Energy and Environment attended a handover ceremony of China's donation of 250,000 LED energy-saving tube lights on April 1, 2013. The lights were donated by NDRC 'in order to assist in combating the negative effects of climate change.' Reportedly the lights have been distributed to over 500 institutes across the islands. ","http://mv.china-embassy.org/chn/zmgx/hfyjl/t1113718.htm, Government Source (Donor/Recipient); http://www.maldivestimes.com/news/china-donates-250000-energy-efficient-led-lights-maldives, Media Report, including Wikileaks; http://www.environment.gov.mv/v1/news/led-tube-lights-has-been-donated-to-the-government-of-maldives/, Government Source (Donor/Recipient); http://miadhu.mv/article/en/850, Media Report, including Wikileaks",
37996,"Timor Leste has completed the construction of the Ministry of Foreign Affairs Building with the help of Chinese aid. The project commenced in August 2006 and was completed in March 2008 at a cost of $7 million. The project was funded as a grant, and the construction area was 6700 square meters.","http://tl.chineseembassy.org/eng/jmhz/, Government Source (Donor/Recipient); http://tl.chineseembassy.org/eng/is/t726675.htm, Government Source (Donor/Recipient); http://easttimor.mofcom.gov.cn/article/zxhz/hzjj/201212/20121208470500.shtml, Government Source (Donor/Recipient); http://easttimor.mofcom.gov.cn/article/jmxw/200803/20080305446156.shtml, Government Source (Donor/Recipient); http://www.jamestown.org/programs/chinabrief/single/?tx_ttnews%5Btt_news%5D=34724&tx_ttnews%5BbackPid%5D=459&no_cache=1#.VY99X0IbTds, NGO/Civil Society/Advocacy; http://www.reuters.com/article/2009/09/14/us-timor-china-idUSTRE58D0GD20090914, Media Report, including Wikileaks; http://tl.geoview.info/dili_timorleste_ministry_of_internal_and_foreign_affairs_building_constructed_by_china_as_a_gift_to_timorleste,8723221p, Other",
